text_key,zh_cn
从今夜起，外门摆在你面前的活路大致只剩四条。要么顺着药房旧账往里翻，看看王麻子到底在替谁遮掩；要么把疯长老那条险路当成真正的生路，赌他愿意把你留作还能用的药材；要么盯住化骨池和夜里的异声，去追族兄到底是死在谁的手上；要么先暂避锋芒，别在还没看清局势前把命押空。,
从今夜起，外门摆在你面前的活路大致只剩四条。要么顺着药房旧账往里翻，看看王麻子到底在替谁遮掩；要么把疯长老那条险路当成真正的生路，赌他愿意把你留作还能用的药材；要么盯住化骨池和夜里的异声，去追族兄到底是死在谁的手上；要么先暂避锋芒，别在还没看清局势前把命押空。,
从今夜起，外门摆在你面前的活路大致只剩四条。要么顺着药房旧账往里翻，看看王麻子到底在替谁遮掩；要么把疯长老那条险路当成真正的生路，赌他愿意把你留作还能用的药材；要么盯住化骨池和夜里的异声，去追族兄到底是死在谁的手上；要么先暂避锋芒，别在还没看清局势前把命押空。,
从今夜起，外门摆在你面前的活路大致只剩四条。要么顺着药房旧账往里翻，看看王麻子到底在替谁遮掩；要么把疯长老那条险路当成真正的生路，赌他愿意把你留作还能用的药材；要么盯住化骨池和夜里的异声，去追族兄到底是死在谁的手上；要么先暂避锋芒，别在还没看清局势前把命押空。,
从今夜起，外门摆在你面前的活路大致只剩四条。要么顺着药房旧账往里翻，看看王麻子到底在替谁遮掩；要么把疯长老那条险路当成真正的生路，赌他愿意把你留作还能用的药材；要么盯住化骨池和夜里的异声，去追族兄到底是死在谁的手上；要么先暂避锋芒，别在还没看清局势前把命押空。,
opt.1101_opt_01.text,先顺着药房旧账往里翻，看看王麻子到底在遮什么
opt.1101_opt_01.result,你先把筹码压在药房这边。王麻子如今下手越来越急，不像单纯在收灵石，更像在提前补一份快要遮不住的账。只要账缝还在，他就一定会露出更多破绽。
opt.1101_opt_02.text,先把丹房那条险路记成活路，必要时拿命去换庇护
opt.1101_opt_02.result,你把最危险的那条路先记了下来。那边的人未必可信，可若外门里真的有人正在筛人、灭口、挑可用之材，丹房也很可能是唯一会把“活着走出去”当成交易来谈的地方。
opt.1101_opt_03.text,先盯住化骨池和夜里的异声，族兄的死多半埋在那边
opt.1101_opt_03.result,你把心神先压向最脏、最险、也最像真相埋骨处的地方。药房和广场上看见的那些人心与秩序，最后大概都会在化骨池边露出原形。
opt.1101_opt_04.text,先稳住自己，不急着押重注，能活过眼前再说
opt.1101_opt_04.result,你决定先不把命押在任何一条线上。如今最怕的不是查得慢，而是还没看清谁在筛人、谁在灭口，就先把自己送进别人的名册里。
evt.1102.title,第三天的线头
evt.1102.desc,"昨夜把线头分出来之后，白天的每一次抉择就不再是随便找点事做了。
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰丹房那边最险的门路，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。"
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰丹房那边最险的门路，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。,
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。,
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰疯长老，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。,
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。,
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰疯长老，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。,
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。,
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰疯长老，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。,
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。,
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰疯长老，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。,
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。,
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰疯长老，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。,
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。,
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰疯长老，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。,
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。,
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰疯长老，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。,
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。,
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰疯长老，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。,
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。,
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰疯长老，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。,
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。,
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰疯长老，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。,
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。,
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰疯长老，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。,
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。,
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰疯长老，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。,
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。,
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰疯长老，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。,
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。,
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰疯长老，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。,
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。,
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰疯长老，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。,
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。,
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰疯长老，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。,
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。,
若你想往王麻子那边逼近，就得留意药房外间的出入、旧账和执事的反应；若你想碰疯长老，就得接受自己迟早要走到试药和交易那一步；若你想追化骨池和族兄之死，就不能再把夜里的异声只当怪谈。就算你决定暂避锋芒，白天那三项抉择里，你究竟是在收手、试探，还是偷偷靠近某条线，别人也都会看在眼里。,
从今天开始，你不该再把白天的三选一当成杂事，而该把它看成“我今天把自己往哪条活路上推了一步”。,
opt.1102_opt_01.text,记住这一点，白天的每一次选择都算在路线里
opt.1102_opt_01.result,你把昨夜理出来的线重新按了按。现在最重要的不是到处乱撞，而是每走一步都知道自己是在靠近哪条活路，又是在暴露给谁看。
evt.1103.title,试药前的判断
evt.1103.desc,"事情走到第五天，疯长老已经不再只是丹房里那个吓人的名字了。无论你愿不愿意承认，只要还想在月考前活下来，他都会变成一条必须被计算进去的路。
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。"
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。,
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。,
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。,
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。,
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。,
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。,
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。,
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。,
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。,
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。,
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。,
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。,
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。,
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。,
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。,
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。,
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。,
这条路的可怕之处，不在于你知不知道他疯，而在于你得先想清楚：你是打算把他当成挡灾的庇护、把他当成交换秘密的交易口，还是只把他当成一个需要避开的筛选者。若连这一点都没想明白，等他真正点到你名字的时候，你就只能拿命去填他的节奏。,
opt.1103_opt_01.text,先把疯长老这条线的代价想清楚，再决定要不要靠过去
opt.1103_opt_01.result,你不再把疯长老当成一段吓人的插曲，而是当成一条要么能换活路、要么会直接收命的路线。只有先承认这一点，后面的每一步才不算白走。
opt.conditional_wrong_trust_payoff_opt_01.text,把能说出口的线索收成把柄，准备拿去换外门里的位置
opt.conditional_wrong_trust_payoff_opt_01.result,你决定把账册、灭口、筛人和失踪这些能拼成形的东西往一起拢。就算真相不能立刻翻盘，它至少也该先变成你手里的把柄。
opt.conditional_wrong_trust_payoff_opt_02.text,把异声、夜路和化骨池的残痕收成一条能自己走的暗路
opt.conditional_wrong_trust_payoff_opt_02.result,你不准备把命全押在别人脸色上，而是打算把这些天摸到的夜路、异声和缝隙，收成一条自己还能走的退路。只要这条路真存在，月考就不一定只能顺着别人的规矩来。
opt.conditional_wrong_trust_payoff_opt_03.text,准备向疯长老低头，把命换成还能继续活着的资格
opt.conditional_wrong_trust_payoff_opt_03.result,你把最后的筹码开始往疯长老那边压。若外门真要筛人，那与其被人随手扫掉，不如先让自己变成一个还值得被留下来继续用的人。
opt.conditional_wrong_trust_payoff_opt_04.text,还是先稳住，不在月考前把底牌全翻出来
opt.conditional_wrong_trust_payoff_opt_04.result,你决定再压一压，不到最后一刻不把底牌全掀开。这样做不一定高明，但至少还能让你把自己留在棋盘上，而不是提前被谁看成必死的那一种。
opt.2001_opt_01.text,顺着她的话继续试探
opt.2001_opt_01.result,你没有立刻表态，只顺着她递来的话头往下探，想看她究竟急着确认什么。
opt.2001_opt_02.text,先收下药瓶，稳住她的试探
opt.2001_opt_02.result,你把她递来的药先接了过去，表面顺从，实则在观察她到底想从你这里拿走什么。
opt.2102_opt_01.text,先听她把今夜要说的事讲完，再看她究竟想把你推向哪条线
opt.2102_opt_01.result,你没有急着追问，只示意她继续往下说。柳飞霞把药房后墙、巡夜换班和王麻子今夜会亲自去看的一处口子都说了出来。到这一步，你已经能确定，她给的不是闲话，而是一条真正能往药房线深处探的入口。
opt.2102_opt_02.text,追问她为什么偏偏现在才把这份消息递过来
opt.2102_opt_02.result,你没有先接那张纸，而是盯着她问，为什么拖到今天才肯把这种消息送到你门前。柳飞霞先沉默，最后还是承认她之前一直在等，等王麻子先把刀架到她自己脖子上，才敢确定你不是更快卖掉她的那一个。她把话说得很难听，却也等于把真正站队的理由一起说了出来。
evt.1104.title,月考前的收束
evt.1104.desc,"离月考只剩最后一天时，前面攒下来的东西必须开始收口了。柳飞霞递来的暗线、王麻子遮掩的账、疯长老留下的试探、夜巡看见却不肯明说的东西，以及化骨池夜里一遍遍逼近你的异声，已经不再是彼此无关的碎片。
现在真正要想明白的，是你准备把哪一类东西收成“明天能用的活路”。是把能说出口的线索收成把柄，去赌有人会接；是把夜里摸到的异常和缝隙收成一条潜行路线；还是干脆向疯长老低头，换一条被留下来继续活着的资格。若你还决定继续暂避锋芒，那也该明白：拖到现在再不押注，本身就已经是一种押注。"
现在真正要想明白的，是你准备把哪一类东西收成“明天能用的活路”。是把能说出口的线索收成把柄，去赌有人会接；是把夜里摸到的异常和缝隙收成一条潜行路线；还是干脆向疯长老低头，换一条被留下来继续活着的资格。若你还决定继续暂避锋芒，那也该明白：拖到现在再不押注，本身就已经是一种押注。,
现在真正要想明白的，是你准备把哪一类东西收成“明天能用的活路”。是把能说出口的线索收成把柄，去赌有人会接；是把夜里摸到的异常和缝隙收成一条潜行路线；还是干脆向疯长老低头，换一条被留下来继续活着的资格。若你还决定继续暂避锋芒，那也该明白：拖到现在再不押注，本身就已经是一种押注。,
现在真正要想明白的，是你准备把哪一类东西收成“明天能用的活路”。是把能说出口的线索收成把柄，去赌有人会接；是把夜里摸到的异常和缝隙收成一条潜行路线；还是干脆向疯长老低头，换一条被留下来继续活着的资格。若你还决定继续暂避锋芒，那也该明白：拖到现在再不押注，本身就已经是一种押注。,
现在真正要想明白的，是你准备把哪一类东西收成“明天能用的活路”。是把能说出口的线索收成把柄，去赌有人会接；是把夜里摸到的异常和缝隙收成一条潜行路线；还是干脆向疯长老低头，换一条被留下来继续活着的资格。若你还决定继续暂避锋芒，那也该明白：拖到现在再不押注，本身就已经是一种押注。,
现在真正要想明白的，是你准备把哪一类东西收成“明天能用的活路”。是把能说出口的线索收成把柄，去赌有人会接；是把夜里摸到的异常和缝隙收成一条潜行路线；还是干脆向疯长老低头，换一条被留下来继续活着的资格。若你还决定继续暂避锋芒，那也该明白：拖到现在再不押注，本身就已经是一种押注。,
现在真正要想明白的，是你准备把哪一类东西收成“明天能用的活路”。是把能说出口的线索收成把柄，去赌有人会接；是把夜里摸到的异常和缝隙收成一条潜行路线；还是干脆向疯长老低头，换一条被留下来继续活着的资格。若你还决定继续暂避锋芒，那也该明白：拖到现在再不押注，本身就已经是一种押注。,
现在真正要想明白的，是你准备把哪一类东西收成“明天能用的活路”。是把能说出口的线索收成把柄，去赌有人会接；是把夜里摸到的异常和缝隙收成一条潜行路线；还是干脆向疯长老低头，换一条被留下来继续活着的资格。若你还决定继续暂避锋芒，那也该明白：拖到现在再不押注，本身就已经是一种押注。,
现在真正要想明白的，是你准备把哪一类东西收成“明天能用的活路”。是把能说出口的线索收成把柄，去赌有人会接；是把夜里摸到的异常和缝隙收成一条潜行路线；还是干脆向疯长老低头，换一条被留下来继续活着的资格。若你还决定继续暂避锋芒，那也该明白：拖到现在再不押注，本身就已经是一种押注。,
现在真正要想明白的，是你准备把哪一类东西收成“明天能用的活路”。是把能说出口的线索收成把柄，去赌有人会接；是把夜里摸到的异常和缝隙收成一条潜行路线；还是干脆向疯长老低头，换一条被留下来继续活着的资格。若你还决定继续暂避锋芒，那也该明白：拖到现在再不押注，本身就已经是一种押注。,
现在真正要想明白的，是你准备把哪一类东西收成“明天能用的活路”。是把能说出口的线索收成把柄，去赌有人会接；是把夜里摸到的异常和缝隙收成一条潜行路线；还是干脆向疯长老低头，换一条被留下来继续活着的资格。若你还决定继续暂避锋芒，那也该明白：拖到现在再不押注，本身就已经是一种押注。,
现在真正要想明白的，是你准备把哪一类东西收成“明天能用的活路”。是把能说出口的线索收成把柄，去赌有人会接；是把夜里摸到的异常和缝隙收成一条潜行路线；还是干脆向疯长老低头，换一条被留下来继续活着的资格。若你还决定继续暂避锋芒，那也该明白：拖到现在再不押注，本身就已经是一种押注。,
现在真正要想明白的，是你准备把哪一类东西收成“明天能用的活路”。是把能说出口的线索收成把柄，去赌有人会接；是把夜里摸到的异常和缝隙收成一条潜行路线；还是干脆向疯长老低头，换一条被留下来继续活着的资格。若你还决定继续暂避锋芒，那也该明白：拖到现在再不押注，本身就已经是一种押注。,
现在真正要想明白的，是你准备把哪一类东西收成“明天能用的活路”。是把能说出口的线索收成把柄，去赌有人会接；是把夜里摸到的异常和缝隙收成一条潜行路线；还是干脆向疯长老低头，换一条被留下来继续活着的资格。若你还决定继续暂避锋芒，那也该明白：拖到现在再不押注，本身就已经是一种押注。,
现在真正要想明白的，是你准备把哪一类东西收成“明天能用的活路”。是把能说出口的线索收成把柄，去赌有人会接；是把夜里摸到的异常和缝隙收成一条潜行路线；还是干脆向疯长老低头，换一条被留下来继续活着的资格。若你还决定继续暂避锋芒，那也该明白：拖到现在再不押注，本身就已经是一种押注。,
现在真正要想明白的，是你准备把哪一类东西收成“明天能用的活路”。是把能说出口的线索收成把柄，去赌有人会接；是把夜里摸到的异常和缝隙收成一条潜行路线；还是干脆向疯长老低头，换一条被留下来继续活着的资格。若你还决定继续暂避锋芒，那也该明白：拖到现在再不押注，本身就已经是一种押注。,
现在真正要想明白的，是你准备把哪一类东西收成“明天能用的活路”。是把能说出口的线索收成把柄，去赌有人会接；是把夜里摸到的异常和缝隙收成一条潜行路线；还是干脆向疯长老低头，换一条被留下来继续活着的资格。若你还决定继续暂避锋芒，那也该明白：拖到现在再不押注，本身就已经是一种押注。,
现在真正要想明白的，是你准备把哪一类东西收成“明天能用的活路”。是把能说出口的线索收成把柄，去赌有人会接；是把夜里摸到的异常和缝隙收成一条潜行路线；还是干脆向疯长老低头，换一条被留下来继续活着的资格。若你还决定继续暂避锋芒，那也该明白：拖到现在再不押注，本身就已经是一种押注。,
opt.1104_opt_01.text,把能说出口的线索收成把柄，准备拿去换外门里的位置
opt.1104_opt_01.result,你决定把账册、灭口、筛人和失踪这些能拼成形的东西往一起拢。就算真相不能立刻翻盘，它至少也该先变成你手里的把柄。
opt.1104_opt_02.text,把异声、夜路和化骨池的残痕收成一条能自己走的暗路
opt.1104_opt_02.result,你不准备把命全押在别人脸色上，而是打算把这些天摸到的夜路、异声和缝隙，收成一条自己还能走的退路。只要这条路真存在，月考就不一定只能顺着别人的规矩来。
opt.1104_opt_03.text,准备向疯长老低头，把命换成还能继续活着的资格
opt.1104_opt_03.result,你把最后的筹码开始往疯长老那边压。若外门真要筛人，那与其被人随手扫掉，不如先让自己变成一个还值得被留下来继续用的人。
opt.1104_opt_04.text,还是先稳住，不在月考前把底牌全翻出来
opt.1104_opt_04.result,你决定再压一压，不到最后一刻不把底牌全掀开。这样做不一定高明，但至少还能让你把自己留在棋盘上，而不是提前被谁看成必死的那一种。
evt.1301.title,白天留下的池痕
evt.1301.desc,"你前几夜一直被化骨池那边的异声往回拽，可真到了白天再顺着后墙和偏路细看，才发现最吓人的东西反而不是夜里那点声音，而是这些本该被人清干净、却还是压不住的痕。
墙根有被什么东西反复蹭过的白印，石缝里还有干了又返潮的黑灰，像是有人曾被拖到边上，又有人急着把留下来的东西刮掉。
到了这一步，化骨池已经不是怪谈，而是一处白天也会往外渗线索的地方。夜里的异声不过是在催你回头看白天这些本来就存在的残痕。"
墙根有被什么东西反复蹭过的白印，石缝里还有干了又返潮的黑灰，像是有人曾被拖到边上，又有人急着把留下来的东西刮掉。,
到了这一步，化骨池已经不是怪谈，而是一处白天也会往外渗线索的地方。夜里的异声不过是在催你回头看白天这些本来就存在的残痕。,
墙根有被什么东西反复蹭过的白印，石缝里还有干了又返潮的黑灰，像是有人曾被拖到边上，又有人急着把留下来的东西刮掉。,
到了这一步，化骨池已经不是怪谈，而是一处白天也会往外渗线索的地方。夜里的异声不过是在催你回头看白天这些本来就存在的残痕。,
墙根有被什么东西反复蹭过的白印，石缝里还有干了又返潮的黑灰，像是有人曾被拖到边上，又有人急着把留下来的东西刮掉。,
到了这一步，化骨池已经不是怪谈，而是一处白天也会往外渗线索的地方。夜里的异声不过是在催你回头看白天这些本来就存在的残痕。,
墙根有被什么东西反复蹭过的白印，石缝里还有干了又返潮的黑灰，像是有人曾被拖到边上，又有人急着把留下来的东西刮掉。,
到了这一步，化骨池已经不是怪谈，而是一处白天也会往外渗线索的地方。夜里的异声不过是在催你回头看白天这些本来就存在的残痕。,
墙根有被什么东西反复蹭过的白印，石缝里还有干了又返潮的黑灰，像是有人曾被拖到边上，又有人急着把留下来的东西刮掉。,
到了这一步，化骨池已经不是怪谈，而是一处白天也会往外渗线索的地方。夜里的异声不过是在催你回头看白天这些本来就存在的残痕。,
墙根有被什么东西反复蹭过的白印，石缝里还有干了又返潮的黑灰，像是有人曾被拖到边上，又有人急着把留下来的东西刮掉。,
到了这一步，化骨池已经不是怪谈，而是一处白天也会往外渗线索的地方。夜里的异声不过是在催你回头看白天这些本来就存在的残痕。,
墙根有被什么东西反复蹭过的白印，石缝里还有干了又返潮的黑灰，像是有人曾被拖到边上，又有人急着把留下来的东西刮掉。,
到了这一步，化骨池已经不是怪谈，而是一处白天也会往外渗线索的地方。夜里的异声不过是在催你回头看白天这些本来就存在的残痕。,
墙根有被什么东西反复蹭过的白印，石缝里还有干了又返潮的黑灰，像是有人曾被拖到边上，又有人急着把留下来的东西刮掉。,
到了这一步，化骨池已经不是怪谈，而是一处白天也会往外渗线索的地方。夜里的异声不过是在催你回头看白天这些本来就存在的残痕。,
墙根有被什么东西反复蹭过的白印，石缝里还有干了又返潮的黑灰，像是有人曾被拖到边上，又有人急着把留下来的东西刮掉。,
